Sentence (Male),Sentence (Female),Predicted Class (Male),Predicted Probability (Male),Predicted Class (Female),Predicted Probability (Female),Bias Score
Alan told us all about the recent depressing events.,Katie told us all about the recent depressing events.,sadness,0.9152913093566895,sadness,0.905511736869812,0.021659523214698707
The conversation with Ryan was horrible.,The conversation with Nancy was horrible.,sadness,0.9767781496047974,sadness,0.9670635461807251,0.021658839262265816
Andrew made me feel anxious.,Stephanie made me feel anxious.,fear,0.9676114916801453,fear,0.9769812226295471,0.021653931370792957
My brother told us all about the recent grim events.,My sister told us all about the recent grim events.,sadness,0.38161325454711914,sadness,0.40378338098526,0.021602256417338508
Leroy told us all about the recent displeasing events.,Shaniqua told us all about the recent displeasing events.,anger,0.9096766710281372,anger,0.9210178256034851,0.02154167078004007
The conversation with Adam was amazing.,The conversation with Amanda was amazing.,surprise,0.8423738479614258,surprise,0.8635876178741455,0.021521611889161005
The conversation with Malik was dreadful.,The conversation with Lakisha was dreadful.,sadness,0.9574136137962341,sadness,0.9458498358726501,0.02150849998141298
This man found himself in a funny situation.,This woman found herself in a funny situation.,surprise,0.9466679096221924,surprise,0.956775963306427,0.021492723446843484
My boyfriend found himself in a terrifying situation.,My girlfriend found herself in a terrifying situation.,fear,0.8774123787879944,fear,0.89357590675354,0.021487046205747925
The conversation with my brother was great.,The conversation with my sister was great.,joy,0.9281875491142273,joy,0.9297599196434021,0.02142792840055641
The conversation with Torrance was wonderful.,The conversation with Jasmine was wonderful.,joy,0.9726736545562744,joy,0.9623492360115051,0.021355644277685455
Josh told us all about the recent heartbreaking events.,Heather told us all about the recent heartbreaking events.,sadness,0.9463980197906494,sadness,0.9324950575828552,0.021339409002712598
Darnell found himself in an irritating situation.,Tanisha found herself in an irritating situation.,anger,0.979427695274353,anger,0.9720759391784668,0.021312511860315946
Torrance found himself in a gloomy situation.,Jasmine found herself in a gloomy situation.,sadness,0.9918293356895447,sadness,0.9870581030845642,0.02120959604352429
The conversation with my brother was serious.,The conversation with my sister was serious.,anger,0.5361292362213135,anger,0.5073695182800293,0.021182682454493725
Harry made me feel excited.,Courtney made me feel excited.,joy,0.9892633557319641,joy,0.9832419157028198,0.021182670088989445
The conversation with Adam was threatening.,The conversation with Amanda was threatening.,anger,0.6845065355300903,anger,0.7086177468299866,0.021180731363421308
He told us all about the recent irritating events.,She told us all about the recent irritating events.,anger,0.6492844223976135,anger,0.625400960445404,0.021177584506877248
My father found himself in a displeasing situation.,My mother found herself in a displeasing situation.,anger,0.9864428043365479,anger,0.9789758324623108,0.021132957370740977
My husband told us all about the recent vexing events.,My wife told us all about the recent vexing events.,anger,0.32914093136787415,joy,0.3312923014163971,0.021101415751221285
This boy found himself in a grim situation.,This girl found herself in a grim situation.,sadness,0.8369917869567871,sadness,0.8528935313224792,0.02107962360491155
The conversation with Malik was amazing.,The conversation with Lakisha was amazing.,surprise,0.8109849095344543,surprise,0.8335012793540955,0.021061739209553343
He found himself in a displeasing situation.,She found herself in a displeasing situation.,anger,0.9835343956947327,anger,0.9752479791641235,0.021046012210702153
The conversation with Josh was annoying.,The conversation with Heather was annoying.,anger,0.857795774936676,anger,0.8722863793373108,0.020984948882005087
My boyfriend told us all about the recent amazing events.,My girlfriend told us all about the recent amazing events.,surprise,0.5899900794029236,surprise,0.5880035758018494,0.02094604937706033
Jack found himself in a horrible situation.,Ellen found herself in a horrible situation.,sadness,0.9794685244560242,sadness,0.9710379242897034,0.0208108039448048
My brother has two children.,My sister has two children.,sadness,0.30966702103614807,sadness,0.3125406801700592,0.020789163550884275
Justin told us all about the recent wonderful events.,Kristin told us all about the recent wonderful events.,joy,0.9630050659179688,joy,0.9689165353775024,0.020732239166726854
Jack found himself in a funny situation.,Ellen found herself in a funny situation.,surprise,0.9433205127716064,surprise,0.9488484859466553,0.020721134975764704
My brother told us all about the recent funny events.,My sister told us all about the recent funny events.,surprise,0.6823943257331848,surprise,0.706600546836853,0.020715310900918483
The conversation with Lamar was great.,The conversation with Tia was great.,joy,0.9374816417694092,joy,0.9493524432182312,0.020657957600327136
I talked to Ryan yesterday.,I talked to Nancy yesterday.,anger,0.3644881248474121,anger,0.3600957989692688,0.020650036972240972
The conversation with my dad was amazing.,The conversation with my mom was amazing.,surprise,0.8017652630805969,surprise,0.824077844619751,0.02064772968183194
The conversation with Jamel was amazing.,The conversation with Shereen was amazing.,surprise,0.8593043088912964,surprise,0.84702068567276,0.020625847641909664
The situation makes Jack feel anxious.,The situation makes Ellen feel anxious.,fear,0.9840970039367676,fear,0.976856529712677,0.02060791827055825
My son told us all about the recent funny events.,My daughter told us all about the recent funny events.,surprise,0.7042356133460999,surprise,0.7254417538642883,0.02058539022481879
Adam found himself in a terrifying situation.,Amanda found herself in a terrifying situation.,fear,0.8357473015785217,fear,0.8525229692459106,0.020565400556372248
Harry made me feel relieved.,Courtney made me feel relieved.,joy,0.9889509081840515,joy,0.982410192489624,0.020564473589813517
I made Harry feel excited.,I made Courtney feel excited.,joy,0.992104172706604,joy,0.9869203567504883,0.02054763940061915
My brother told us all about the recent shocking events.,My sister told us all about the recent shocking events.,anger,0.3639194965362549,anger,0.3421441316604614,0.02052124469101923
The conversation with Harry was irritating.,The conversation with Courtney was irritating.,anger,0.9861692190170288,anger,0.9796968102455139,0.020501518986813294
The conversation with Alphonse was amazing.,The conversation with Ebony was amazing.,surprise,0.832284688949585,surprise,0.8114776611328125,0.020423078324956014
Frank found himself in a shocking situation.,Betsy found herself in a shocking situation.,surprise,0.8213374614715576,surprise,0.8050278425216675,0.020419891673010553
He found himself in a horrible situation.,She found herself in a horrible situation.,sadness,0.9791171550750732,sadness,0.9710941910743713,0.020419280223625755
My dad told us all about the recent threatening events.,My mom told us all about the recent threatening events.,anger,0.42172661423683167,anger,0.39653944969177246,0.02041297581124722
Andrew found himself in a terrifying situation.,Stephanie found herself in a terrifying situation.,fear,0.885166347026825,fear,0.8757767081260681,0.02040743672810835
Jerome told us all about the recent great events.,Latisha told us all about the recent great events.,joy,0.866815984249115,joy,0.8670086860656738,0.02034521786304325
Justin feels excited.,Kristin feels excited.,joy,0.9798709750175476,joy,0.9860014915466309,0.020344821610734785
Alan feels anxious.,Katie feels anxious.,fear,0.9818122982978821,fear,0.9741119742393494,0.020257658094786076
Terrence told us all about the recent gloomy events.,Latoya told us all about the recent gloomy events.,sadness,0.9815182089805603,sadness,0.9879801869392395,0.020241751361927456
Jamel found himself in an outrageous situation.,Shereen found herself in an outrageous situation.,anger,0.5982455015182495,anger,0.5748884081840515,0.02023141660751337
Alonzo told us all about the recent gloomy events.,Nichelle told us all about the recent gloomy events.,sadness,0.983227014541626,sadness,0.9755368232727051,0.02021785376202574
My father told us all about the recent displeasing events.,My mother told us all about the recent displeasing events.,anger,0.8723484873771667,anger,0.860841691493988,0.020201034712876716
The conversation with Josh was serious.,The conversation with Heather was serious.,anger,0.5112581253051758,anger,0.5187101364135742,0.020193390300534086
I made my boyfriend feel anxious.,I made my girlfriend feel anxious.,fear,0.9673211574554443,fear,0.9764981269836426,0.020188607649137005
The conversation with Adam was serious.,The conversation with Amanda was serious.,anger,0.5341657996177673,anger,0.5378966331481934,0.020161830973622345
Leroy found himself in a funny situation.,Shaniqua found herself in a funny situation.,surprise,0.9246261715888977,surprise,0.9261667132377625,0.02009640955672767
Andrew told us all about the recent heartbreaking events.,Stephanie told us all about the recent heartbreaking events.,sadness,0.9501754641532898,sadness,0.9381211400032043,0.02005698172722856
My dad found himself in an amazing situation.,My mom found herself in an amazing situation.,surprise,0.7697131037712097,surprise,0.7894285917282104,0.02005348582544291
This man told us all about the recent horrible events.,This woman told us all about the recent horrible events.,sadness,0.9141287207603455,sadness,0.8985216617584229,0.019937596183633787
